GO term 1	GO term 2	simRel	Lin	Res	Jiang
GO:0061037	GO:0075109	0.11	0.12	0.93	0.07
GO:0061037	GO:2000624	0.11	0.12	0.93	0.07
GO:2000624	GO:2001035	0.11	0.12	0.95	0.07
GO:0075109	GO:2001035	0.11	0.12	0.95	0.07
GO:2000545	GO:2001035	0.11	0.12	0.95	0.07
GO:2000684	GO:2001035	0.11	0.12	0.95	0.07
GO:0000139	GO:0000345	0.10	0.12	0.78	0.08
GO:0000345	GO:0005764	0.10	0.12	0.78	0.08
GO:0000306	GO:0031361	0.10	0.12	0.64	0.10
GO:0000215	GO:0047259	0.10	0.12	0.79	0.08
GO:0000215	GO:0047704	0.10	0.12	0.79	0.08
GO:0000215	GO:0050635	0.10	0.12	0.79	0.08
GO:0000971	GO:0043247	0.10	0.12	0.91	0.07
GO:0000290	GO:0018070	0.10	0.12	0.75	0.09
GO:0001777	GO:0002603	0.10	0.11	0.91	0.07
GO:0001777	GO:0003155	0.10	0.11	0.91	0.07
GO:0001777	GO:0007360	0.10	0.11	0.91	0.07
GO:0001777	GO:0038031	0.10	0.11	0.91	0.07
GO:0001777	GO:0048349	0.10	0.11	0.91	0.07
GO:0001777	GO:0061126	0.10	0.11	0.91	0.07
GO:0001777	GO:0061235	0.10	0.11	0.91	0.07
GO:0001777	GO:0075200	0.10	0.11	0.91	0.07
GO:0001777	GO:2000174	0.10	0.11	0.91	0.07
GO:0001777	GO:2000545	0.10	0.11	0.91	0.07
GO:0001777	GO:2000624	0.10	0.11	0.91	0.07
GO:0001777	GO:2000684	0.10	0.11	0.91	0.07
GO:0002767	GO:0007360	0.10	0.12	0.95	0.07
GO:0002767	GO:0039510	0.10	0.11	0.93	0.07
GO:0002767	GO:0044064	0.10	0.11	0.93	0.07
GO:0002767	GO:0048349	0.10	0.12	0.95	0.07
GO:0002767	GO:0052100	0.10	0.11	0.91	0.07
GO:0002767	GO:0052204	0.10	0.11	0.91	0.07
GO:0002767	GO:0061235	0.10	0.12	0.95	0.07
GO:0002767	GO:0075200	0.10	0.11	0.93	0.07
GO:0002767	GO:0085000	0.10	0.11	0.91	0.07
GO:0002767	GO:2000624	0.10	0.12	0.95	0.07
GO:0003029	GO:0048349	0.10	0.12	0.95	0.07
GO:0003029	GO:0061126	0.10	0.11	0.93	0.06
GO:0003029	GO:0075200	0.10	0.11	0.93	0.06
GO:0003029	GO:2000174	0.10	0.12	0.95	0.07
GO:0003029	GO:2000545	0.10	0.12	0.95	0.07
GO:0003029	GO:2000624	0.10	0.12	0.95	0.07
GO:0003029	GO:2000684	0.10	0.12	0.95	0.07
GO:0001922	GO:0002603	0.10	0.12	0.91	0.07
GO:0001922	GO:0003155	0.10	0.12	0.91	0.07
GO:0001922	GO:0007360	0.10	0.12	0.91	0.07
GO:0001922	GO:0038031	0.10	0.12	0.91	0.07
GO:0001922	GO:0048349	0.10	0.12	0.91	0.07
GO:0001922	GO:0061126	0.10	0.12	0.91	0.07
GO:0001922	GO:0061235	0.10	0.12	0.91	0.07
GO:0001922	GO:0075200	0.10	0.12	0.91	0.07
GO:0001922	GO:2000174	0.10	0.12	0.91	0.07
GO:0001922	GO:2000545	0.10	0.12	0.91	0.07
GO:0001922	GO:2000624	0.10	0.12	0.91	0.07
GO:0001922	GO:2000684	0.10	0.12	0.91	0.07
GO:0002603	GO:0003029	0.10	0.11	0.93	0.06
GO:0002603	GO:0010835	0.10	0.12	0.93	0.07
GO:0002603	GO:0014834	0.10	0.12	0.93	0.07
GO:0002603	GO:0032701	0.10	0.11	0.93	0.06
GO:0002603	GO:0032803	0.10	0.12	0.93	0.07
GO:0002603	GO:0035626	0.10	0.11	0.93	0.06
GO:0002603	GO:0043247	0.10	0.12	0.91	0.07
GO:0002603	GO:0045415	0.10	0.12	0.93	0.07
GO:0002603	GO:0045705	0.10	0.12	0.93	0.07
GO:0002603	GO:0045837	0.10	0.11	0.91	0.07
GO:0002603	GO:0060568	0.10	0.11	0.93	0.06
GO:0002603	GO:0061324	0.10	0.12	0.93	0.07
GO:0002603	GO:2000532	0.10	0.12	0.93	0.07
GO:0002603	GO:2000655	0.10	0.11	0.93	0.06
GO:0002603	GO:2001035	0.10	0.12	0.93	0.07
GO:0002603	GO:2001243	0.10	0.11	0.93	0.06
GO:0003035	GO:0007074	0.10	0.11	0.95	0.06
GO:0003035	GO:0010835	0.10	0.12	0.95	0.07
GO:0003035	GO:0032701	0.10	0.11	0.93	0.06
GO:0003035	GO:0045415	0.10	0.12	0.95	0.07
GO:0003035	GO:0045705	0.10	0.12	0.93	0.07
GO:0003035	GO:0060568	0.10	0.11	0.93	0.06
GO:0003035	GO:0070368	0.10	0.12	0.95	0.07
GO:0003035	GO:2000532	0.10	0.12	0.93	0.07
GO:0003035	GO:2000651	0.10	0.12	0.95	0.07
GO:0003035	GO:2000655	0.10	0.12	0.95	0.06
GO:0003035	GO:2001243	0.10	0.12	0.95	0.06
GO:0002782	GO:0051668	0.10	0.12	0.83	0.08
GO:0002741	GO:0039510	0.10	0.12	0.93	0.07
GO:0002741	GO:0052100	0.10	0.11	0.91	0.07
GO:0002741	GO:0052204	0.10	0.11	0.91	0.07
GO:0002741	GO:0075200	0.10	0.12	0.93	0.07
GO:0002741	GO:0085000	0.10	0.11	0.91	0.07
GO:0003155	GO:0007074	0.10	0.11	0.95	0.06
GO:0003155	GO:0010835	0.10	0.12	0.95	0.07
GO:0003155	GO:0032701	0.10	0.11	0.93	0.06
GO:0003155	GO:0045415	0.10	0.12	0.95	0.07
GO:0003155	GO:0045705	0.10	0.12	0.93	0.07
GO:0003155	GO:0045837	0.10	0.11	0.91	0.07
GO:0003155	GO:0052191	0.10	0.11	0.95	0.06
GO:0003155	GO:0060568	0.10	0.11	0.93	0.06
GO:0003155	GO:0070368	0.10	0.12	0.95	0.07
GO:0003155	GO:2000532	0.10	0.12	0.93	0.07
GO:0003155	GO:2000651	0.10	0.12	0.95	0.07
GO:0003155	GO:2000655	0.10	0.12	0.95	0.06
GO:0003155	GO:2001243	0.10	0.12	0.95	0.06
GO:0005010	GO:0047704	0.10	0.12	0.79	0.08
GO:0005010	GO:0050635	0.10	0.12	0.79	0.08
GO:0005010	GO:0050642	0.10	0.12	0.79	0.08
GO:0005764	GO:0032151	0.10	0.12	0.78	0.08
GO:0005764	GO:0032170	0.10	0.12	0.78	0.08
GO:0005764	GO:0042642	0.10	0.13	0.68	0.10
GO:0006051	GO:0018888	0.10	0.12	0.84	0.08
GO:0006633	GO:0033537	0.10	0.12	0.74	0.08
GO:0006633	GO:0042077	0.10	0.12	0.77	0.08
GO:0007360	GO:0032701	0.10	0.11	0.93	0.06
GO:0007360	GO:0035626	0.10	0.11	0.95	0.06
GO:0007360	GO:0043247	0.10	0.12	0.91	0.07
GO:0007360	GO:0045705	0.10	0.12	0.93	0.07
GO:0007360	GO:0045837	0.10	0.11	0.91	0.07
GO:0007360	GO:0052163	0.10	0.11	0.93	0.06
GO:0007360	GO:2000532	0.10	0.12	0.93	0.07
GO:0007360	GO:2000655	0.10	0.12	0.95	0.06
GO:0007360	GO:2001243	0.10	0.12	0.95	0.06
GO:0007074	GO:0038031	0.10	0.11	0.95	0.06
GO:0007074	GO:0048349	0.10	0.11	0.95	0.06
GO:0007074	GO:0061235	0.10	0.11	0.95	0.06
GO:0007074	GO:0075109	0.10	0.11	0.95	0.06
GO:0007074	GO:2000174	0.10	0.11	0.95	0.06
GO:0007074	GO:2000545	0.10	0.11	0.95	0.06
GO:0007074	GO:2000684	0.10	0.11	0.95	0.06
GO:0010491	GO:0047259	0.10	0.12	0.79	0.08
GO:0010491	GO:0047704	0.10	0.12	0.79	0.08
GO:0010491	GO:0050635	0.10	0.12	0.79	0.08
GO:0010592	GO:0039510	0.10	0.12	0.93	0.07
GO:0010592	GO:0044064	0.10	0.12	0.93	0.07
GO:0010592	GO:0052100	0.10	0.12	0.91	0.07
GO:0010592	GO:0052204	0.10	0.12	0.91	0.07
GO:0010592	GO:0075200	0.10	0.12	0.93	0.07
GO:0010592	GO:0085000	0.10	0.12	0.91	0.07
GO:0010625	GO:0038031	0.10	0.12	0.95	0.07
GO:0010625	GO:0039510	0.10	0.11	0.93	0.07
GO:0010625	GO:0052100	0.10	0.11	0.91	0.07
GO:0010625	GO:0052204	0.10	0.11	0.91	0.07
GO:0010625	GO:0075109	0.10	0.12	0.95	0.07
GO:0010625	GO:0085000	0.10	0.11	0.91	0.07
GO:0010625	GO:2000545	0.10	0.12	0.95	0.07
GO:0010625	GO:2000684	0.10	0.12	0.95	0.07
GO:0014741	GO:0052100	0.10	0.12	0.91	0.07
GO:0014741	GO:0052204	0.10	0.12	0.91	0.07
GO:0014741	GO:0085000	0.10	0.12	0.91	0.07
GO:0014834	GO:0039510	0.10	0.12	0.93	0.07
GO:0014834	GO:0044064	0.10	0.12	0.93	0.07
GO:0014834	GO:0052100	0.10	0.12	0.91	0.07
GO:0014834	GO:0052204	0.10	0.12	0.91	0.07
GO:0014834	GO:0061126	0.10	0.12	0.93	0.07
GO:0014834	GO:0085000	0.10	0.12	0.91	0.07
GO:0015895	GO:0051668	0.10	0.12	0.83	0.08
GO:0010835	GO:0038031	0.10	0.12	0.95	0.07
GO:0010835	GO:0044064	0.10	0.12	0.93	0.07
GO:0010835	GO:0048349	0.10	0.12	0.95	0.07
GO:0010835	GO:0052100	0.10	0.11	0.91	0.07
GO:0010835	GO:0052204	0.10	0.11	0.91	0.07
GO:0010835	GO:0061126	0.10	0.12	0.93	0.07
GO:0010835	GO:0061235	0.10	0.12	0.95	0.07
GO:0010835	GO:0075109	0.10	0.12	0.95	0.07
GO:0010835	GO:0075200	0.10	0.12	0.93	0.07
GO:0010835	GO:0085000	0.10	0.11	0.91	0.07
GO:0010835	GO:2000174	0.10	0.12	0.95	0.07
GO:0010835	GO:2000545	0.10	0.12	0.95	0.07
GO:0010835	GO:2000684	0.10	0.12	0.95	0.07
GO:0018012	GO:0042846	0.10	0.12	0.84	0.08
GO:0018012	GO:0043247	0.10	0.12	0.75	0.09
GO:0018185	GO:0045350	0.10	0.11	1.07	0.05
GO:0018424	GO:0045350	0.10	0.11	1.07	0.05
GO:0030056	GO:0031361	0.10	0.14	0.64	0.11
GO:0032018	GO:0047056	0.10	0.12	0.99	0.06
GO:0032803	GO:0044064	0.10	0.12	0.93	0.07
GO:0032803	GO:0052100	0.10	0.12	0.91	0.07
GO:0032803	GO:0052204	0.10	0.12	0.91	0.07
GO:0032803	GO:0061126	0.10	0.12	0.93	0.07
GO:0032803	GO:0075200	0.10	0.12	0.93	0.07
GO:0032803	GO:0085000	0.10	0.12	0.91	0.07
GO:0032701	GO:0038031	0.10	0.11	0.93	0.06
GO:0032701	GO:0039510	0.10	0.11	0.93	0.06
GO:0032701	GO:0061126	0.10	0.11	0.93	0.06
GO:0032701	GO:0075109	0.10	0.11	0.93	0.06
GO:0032701	GO:2000624	0.10	0.11	0.93	0.06
GO:0033899	GO:0033939	0.10	0.11	0.83	0.07
GO:0033899	GO:0052761	0.10	0.11	0.83	0.07
GO:0035175	GO:0047704	0.10	0.12	0.79	0.08
GO:0035175	GO:0050635	0.10	0.12	0.79	0.08
GO:0035175	GO:0050642	0.10	0.12	0.79	0.08
GO:0035626	GO:0039510	0.10	0.11	0.93	0.06
GO:0035626	GO:0044064	0.10	0.11	0.93	0.06
GO:0035626	GO:0048349	0.10	0.11	0.95	0.06
GO:0035626	GO:0052100	0.10	0.11	0.91	0.06
GO:0035626	GO:0052204	0.10	0.11	0.91	0.06
GO:0035626	GO:0061126	0.10	0.11	0.93	0.06
GO:0035626	GO:0061235	0.10	0.11	0.95	0.06
GO:0035626	GO:0075109	0.10	0.11	0.95	0.06
GO:0035626	GO:0075200	0.10	0.11	0.93	0.06
GO:0035626	GO:0085000	0.10	0.11	0.91	0.06
GO:0035626	GO:2000174	0.10	0.11	0.95	0.06
GO:0035626	GO:2000545	0.10	0.11	0.95	0.06
GO:0035626	GO:2000624	0.10	0.11	0.95	0.06
GO:0035626	GO:2000684	0.10	0.11	0.95	0.06
GO:0038031	GO:0045415	0.10	0.12	0.95	0.07
GO:0038031	GO:0045705	0.10	0.12	0.93	0.07
GO:0038031	GO:0045837	0.10	0.11	0.91	0.07
GO:0038031	GO:0052191	0.10	0.11	0.95	0.06
GO:0038031	GO:0060568	0.10	0.11	0.93	0.06
GO:0038031	GO:0070368	0.10	0.12	0.95	0.07
GO:0038031	GO:2000532	0.10	0.12	0.93	0.07
GO:0038031	GO:2000651	0.10	0.12	0.95	0.07
GO:0038031	GO:2000655	0.10	0.12	0.95	0.06
GO:0038031	GO:2001243	0.10	0.12	0.95	0.06
GO:0039510	GO:0045705	0.10	0.12	0.93	0.07
GO:0039510	GO:0046607	0.10	0.12	0.93	0.07
GO:0039510	GO:0061324	0.10	0.12	0.93	0.07
GO:0039510	GO:0070368	0.10	0.11	0.93	0.07
GO:0039510	GO:2000532	0.10	0.12	0.93	0.07
GO:0039510	GO:2000655	0.10	0.11	0.93	0.06
GO:0039510	GO:2001035	0.10	0.12	0.93	0.07
GO:0039510	GO:2001243	0.10	0.11	0.93	0.06
GO:0042077	GO:0045350	0.10	0.11	1.07	0.05
GO:0043247	GO:0048349	0.10	0.12	0.91	0.07
GO:0043247	GO:0061126	0.10	0.12	0.91	0.07
GO:0043247	GO:0061235	0.10	0.12	0.91	0.07
GO:0043247	GO:0075200	0.10	0.12	0.91	0.07
GO:0043247	GO:2000174	0.10	0.12	0.91	0.07
GO:0043247	GO:2000545	0.10	0.12	0.91	0.07
GO:0043247	GO:2000624	0.10	0.12	0.91	0.07
GO:0043247	GO:2000684	0.10	0.12	0.91	0.07
GO:0043978	GO:0045350	0.10	0.11	1.07	0.05
GO:0044064	GO:0046607	0.10	0.12	0.93	0.07
GO:0044064	GO:0060568	0.10	0.11	0.93	0.06
GO:0044064	GO:2000651	0.10	0.11	0.93	0.07
GO:0044064	GO:2000655	0.10	0.11	0.93	0.06
GO:0044064	GO:2001035	0.10	0.12	0.93	0.07
GO:0044064	GO:2001243	0.10	0.11	0.93	0.06
GO:0045829	GO:0052100	0.10	0.12	0.91	0.07
GO:0045829	GO:0052204	0.10	0.12	0.91	0.07
GO:0045829	GO:0085000	0.10	0.12	0.91	0.07
GO:0045415	GO:0052100	0.10	0.11	0.91	0.07
GO:0045415	GO:0052204	0.10	0.11	0.91	0.07
GO:0045415	GO:0061126	0.10	0.12	0.93	0.07
GO:0045415	GO:0075109	0.10	0.12	0.95	0.07
GO:0045415	GO:0085000	0.10	0.11	0.91	0.07
GO:0045705	GO:0052100	0.10	0.11	0.91	0.07
GO:0045705	GO:0052204	0.10	0.11	0.91	0.07
GO:0045705	GO:0061126	0.10	0.12	0.93	0.07
GO:0045705	GO:0075109	0.10	0.12	0.93	0.07
GO:0045705	GO:0085000	0.10	0.11	0.91	0.07
GO:0045705	GO:2000624	0.10	0.12	0.93	0.07
GO:0045837	GO:0048349	0.10	0.11	0.91	0.07
GO:0045837	GO:0061126	0.10	0.11	0.91	0.07
GO:0045837	GO:0061235	0.10	0.11	0.91	0.07
GO:0045837	GO:0075200	0.10	0.11	0.91	0.07
GO:0045837	GO:2000174	0.10	0.11	0.91	0.07
GO:0045837	GO:2000545	0.10	0.11	0.91	0.07
GO:0045837	GO:2000624	0.10	0.11	0.91	0.07
GO:0045837	GO:2000684	0.10	0.11	0.91	0.07
GO:0046607	GO:0052100	0.10	0.12	0.91	0.07
GO:0046607	GO:0052204	0.10	0.12	0.91	0.07
GO:0046607	GO:0075200	0.10	0.12	0.93	0.07
GO:0046607	GO:0085000	0.10	0.12	0.91	0.07
GO:0047259	GO:0047700	0.10	0.12	0.79	0.08
GO:0047259	GO:0047704	0.10	0.12	0.79	0.08
GO:0047259	GO:0050635	0.10	0.12	0.79	0.08
GO:0047259	GO:0050642	0.10	0.11	0.79	0.08
GO:0047700	GO:0047704	0.10	0.12	0.79	0.08
GO:0047056	GO:0047110	0.10	0.12	0.99	0.06
GO:0047704	GO:0050635	0.10	0.11	0.79	0.08
GO:0048349	GO:0052163	0.10	0.11	0.93	0.06
GO:0048349	GO:0052191	0.10	0.11	0.95	0.06
GO:0048349	GO:0060568	0.10	0.11	0.93	0.06
GO:0048349	GO:2000651	0.10	0.12	0.95	0.07
GO:0048349	GO:2000655	0.10	0.12	0.95	0.06
GO:0048349	GO:2001243	0.10	0.12	0.95	0.06
GO:0052191	GO:0061235	0.10	0.11	0.95	0.06
GO:0052191	GO:2000174	0.10	0.11	0.95	0.06
GO:0052191	GO:2000684	0.10	0.11	0.95	0.06
GO:0052163	GO:0061235	0.10	0.11	0.93	0.06
GO:0052163	GO:0075200	0.10	0.11	0.93	0.06
GO:0052163	GO:2000624	0.10	0.11	0.93	0.06
GO:0060568	GO:0061126	0.10	0.11	0.93	0.06
GO:0060568	GO:0061235	0.10	0.11	0.93	0.06
GO:0060568	GO:0075109	0.10	0.11	0.93	0.06
GO:0060568	GO:0075200	0.10	0.11	0.93	0.06
GO:0060568	GO:0085000	0.10	0.11	0.91	0.06
GO:0060568	GO:2000174	0.10	0.11	0.93	0.06
GO:0060568	GO:2000545	0.10	0.11	0.93	0.06
GO:0060568	GO:2000684	0.10	0.11	0.93	0.06
GO:0052204	GO:0060568	0.10	0.11	0.91	0.06
GO:0052204	GO:0061037	0.10	0.12	0.91	0.07
GO:0052204	GO:0061324	0.10	0.11	0.91	0.07
GO:0052204	GO:0070368	0.10	0.11	0.91	0.06
GO:0052204	GO:2000532	0.10	0.12	0.91	0.07
GO:0052204	GO:2000655	0.10	0.11	0.91	0.06
GO:0052204	GO:2001035	0.10	0.11	0.91	0.07
GO:0052204	GO:2001243	0.10	0.11	0.91	0.06
GO:0052100	GO:0060568	0.10	0.11	0.91	0.06
GO:0052100	GO:0061037	0.10	0.12	0.91	0.07
GO:0052100	GO:0061324	0.10	0.11	0.91	0.07
GO:0052100	GO:0070368	0.10	0.11	0.91	0.06
GO:0052100	GO:2000532	0.10	0.12	0.91	0.07
GO:0052100	GO:2000651	0.10	0.11	0.91	0.06
GO:0052100	GO:2000655	0.10	0.11	0.91	0.06
GO:0052100	GO:2001035	0.10	0.11	0.91	0.07
GO:0052100	GO:2001243	0.10	0.11	0.91	0.06
GO:0061037	GO:0085000	0.10	0.12	0.91	0.07
GO:0061126	GO:0061324	0.10	0.12	0.93	0.07
GO:0061126	GO:2000532	0.10	0.12	0.93	0.07
GO:0061126	GO:2001035	0.10	0.12	0.93	0.07
GO:0061235	GO:2000532	0.10	0.12	0.93	0.07
GO:0061235	GO:2000651	0.10	0.12	0.95	0.07
GO:0061324	GO:0075109	0.10	0.12	0.95	0.07
GO:0061324	GO:0085000	0.10	0.11	0.91	0.07
GO:0061324	GO:2000545	0.10	0.12	0.95	0.07
GO:0061324	GO:2000624	0.10	0.12	0.95	0.07
GO:0061324	GO:2000684	0.10	0.12	0.95	0.07
GO:0070368	GO:0075109	0.10	0.12	0.95	0.07
GO:0070368	GO:0085000	0.10	0.11	0.91	0.06
GO:0070368	GO:2000545	0.10	0.12	0.95	0.07
GO:0070368	GO:2000684	0.10	0.12	0.95	0.07
GO:0085000	GO:2000532	0.10	0.12	0.91	0.07
GO:0085000	GO:2000651	0.10	0.11	0.91	0.06
GO:0085000	GO:2000655	0.10	0.11	0.91	0.06
GO:0085000	GO:2001035	0.10	0.11	0.91	0.07
GO:0085000	GO:2001243	0.10	0.11	0.91	0.06
GO:2000532	GO:2000545	0.10	0.12	0.93	0.07
GO:2000532	GO:2000624	0.10	0.12	0.93	0.07
GO:2000532	GO:2000684	0.10	0.12	0.93	0.07
GO:2000651	GO:2000684	0.10	0.12	0.95	0.07
GO:2000624	GO:2000655	0.10	0.12	0.95	0.06
GO:2000624	GO:2001243	0.10	0.12	0.95	0.06
GO:2000174	GO:2000651	0.10	0.12	0.95	0.07
GO:2000174	GO:2000655	0.10	0.12	0.95	0.06
GO:2000174	GO:2001243	0.10	0.12	0.95	0.06
GO:0075109	GO:2000532	0.10	0.12	0.93	0.07
GO:0075109	GO:2000651	0.10	0.12	0.95	0.07
GO:0075200	GO:2000532	0.10	0.12	0.93	0.07
GO:0075200	GO:2000651	0.10	0.11	0.93	0.07
GO:0000139	GO:0019773	0.09	0.14	0.47	0.15
GO:0000139	GO:0031361	0.09	0.13	0.47	0.14
GO:0000345	GO:0005765	0.09	0.11	0.78	0.07
GO:0000345	GO:0032585	0.09	0.10	0.78	0.07
GO:0000306	GO:0001772	0.09	0.12	0.64	0.09
GO:0000306	GO:0030056	0.09	0.11	0.64	0.09
GO:0000215	GO:0050642	0.09	0.11	0.79	0.07
GO:0000971	GO:0006231	0.09	0.11	0.76	0.08
GO:0000971	GO:0032446	0.09	0.11	0.75	0.08
GO:0002782	GO:0003035	0.09	0.10	1.04	0.05
GO:0002782	GO:0003155	0.09	0.10	1.04	0.05
GO:0002782	GO:0016183	0.09	0.10	0.84	0.07
GO:0002782	GO:0018888	0.09	0.10	1.04	0.05
GO:0002782	GO:0021935	0.09	0.10	0.83	0.06
GO:0002782	GO:0030321	0.09	0.11	0.84	0.07
GO:0002782	GO:0038031	0.09	0.10	1.04	0.05
GO:0002782	GO:0042942	0.09	0.10	0.84	0.07
GO:0002782	GO:0070199	0.09	0.10	0.84	0.06
GO:0004026	GO:0043761	0.09	0.11	0.79	0.07
GO:0004026	GO:0043777	0.09	0.11	0.79	0.07
GO:0004026	GO:0047531	0.09	0.11	0.79	0.07
GO:0004026	GO:0050439	0.09	0.11	0.79	0.07
GO:0005024	GO:0043777	0.09	0.11	0.79	0.07
GO:0005024	GO:0047177	0.09	0.11	0.79	0.07
GO:0005024	GO:0047531	0.09	0.11	0.79	0.07
GO:0005024	GO:0050439	0.09	0.11	0.79	0.07
GO:0005764	GO:0019773	0.09	0.13	0.47	0.14
GO:0005537	GO:0032559	0.09	0.14	0.44	0.16
GO:0005819	GO:0019773	0.09	0.13	0.47	0.14
GO:0006004	GO:0032446	0.09	0.13	0.46	0.14
GO:0006172	GO:0018888	0.09	0.11	0.84	0.07
GO:0006231	GO:0032446	0.09	0.13	0.46	0.14
GO:0006231	GO:0033537	0.09	0.11	0.74	0.08
GO:0006231	GO:0042077	0.09	0.11	0.77	0.08
GO:0006633	GO:0033013	0.09	0.16	0.38	0.20
GO:0008388	GO:0032018	0.09	0.10	0.99	0.05
GO:0008388	GO:0047110	0.09	0.10	0.99	0.05
GO:0007074	GO:0044064	0.09	0.11	0.93	0.06
GO:0007074	GO:0052100	0.09	0.11	0.91	0.06
GO:0007074	GO:0052204	0.09	0.11	0.91	0.06
GO:0007074	GO:0075200	0.09	0.11	0.93	0.06
GO:0007074	GO:0085000	0.09	0.11	0.91	0.06
GO:0008650	GO:0043761	0.09	0.11	0.79	0.07
GO:0008650	GO:0047177	0.09	0.11	0.79	0.07
GO:0008650	GO:0047531	0.09	0.11	0.79	0.07
GO:0008650	GO:0050439	0.09	0.11	0.79	0.07
GO:0010491	GO:0050642	0.09	0.11	0.79	0.07
GO:0015895	GO:0016183	0.09	0.10	0.84	0.07
GO:0015895	GO:0021935	0.09	0.10	0.83	0.06
GO:0015895	GO:0030321	0.09	0.11	0.84	0.07
GO:0015895	GO:0042942	0.09	0.10	0.84	0.07
GO:0015895	GO:0070199	0.09	0.10	0.84	0.06
GO:0015859	GO:0016183	0.09	0.10	0.84	0.07
GO:0015859	GO:0021935	0.09	0.10	0.83	0.06
GO:0015859	GO:0030321	0.09	0.11	0.84	0.07
GO:0015859	GO:0042942	0.09	0.10	0.84	0.07
GO:0016183	GO:0071430	0.09	0.10	0.83	0.07
GO:0018012	GO:0018888	0.09	0.10	0.84	0.06
GO:0018012	GO:0033323	0.09	0.10	0.84	0.06
GO:0018070	GO:0043247	0.09	0.12	0.75	0.08
GO:0019288	GO:0032446	0.09	0.13	0.46	0.14
GO:0018888	GO:0019406	0.09	0.10	0.84	0.06
GO:0018608	GO:0032018	0.09	0.10	0.99	0.05
GO:0018608	GO:0047110	0.09	0.10	0.99	0.05
GO:0030321	GO:0071430	0.09	0.11	0.83	0.07
GO:0021935	GO:0071430	0.09	0.10	0.83	0.06
GO:0031361	GO:0043384	0.09	0.11	0.78	0.07
GO:0032018	GO:0047110	0.09	0.10	0.99	0.05
GO:0032446	GO:0071969	0.09	0.11	0.75	0.08
GO:0032701	GO:0052100	0.09	0.11	0.91	0.06
GO:0032701	GO:0052204	0.09	0.11	0.91	0.06
GO:0032701	GO:0085000	0.09	0.11	0.91	0.06
GO:0033537	GO:0046654	0.09	0.11	0.74	0.08
GO:0033812	GO:0043761	0.09	0.10	0.79	0.07
GO:0033812	GO:0043777	0.09	0.10	0.79	0.07
GO:0033812	GO:0047531	0.09	0.10	0.79	0.07
GO:0033812	GO:0050439	0.09	0.10	0.79	0.07
GO:0042077	GO:0046654	0.09	0.11	0.77	0.08
GO:0042942	GO:0071430	0.09	0.10	0.83	0.07
GO:0047700	GO:0050635	0.09	0.11	0.79	0.07
GO:0047700	GO:0050642	0.09	0.11	0.79	0.07
GO:0047704	GO:0050642	0.09	0.11	0.79	0.07
GO:0052191	GO:0075200	0.09	0.11	0.93	0.06
GO:0000139	GO:0071141	0.08	0.11	0.47	0.12
GO:0000306	GO:0000345	0.08	0.10	0.78	0.06
GO:0000215	GO:0043777	0.08	0.10	0.79	0.06
GO:0000215	GO:0047177	0.08	0.10	0.79	0.06
GO:0000215	GO:0047531	0.08	0.10	0.79	0.06
GO:0000215	GO:0050439	0.08	0.10	0.79	0.06
GO:0000971	GO:0006172	0.08	0.10	0.76	0.06
GO:0000971	GO:0033013	0.08	0.10	0.63	0.08
GO:0000971	GO:0043988	0.08	0.09	0.75	0.06
GO:0000290	GO:0006633	0.08	0.12	0.46	0.13
GO:0000290	GO:0018185	0.08	0.10	0.75	0.07
GO:0000290	GO:0018424	0.08	0.10	0.75	0.07
GO:0000290	GO:0042077	0.08	0.10	0.75	0.07
GO:0000290	GO:0043978	0.08	0.10	0.75	0.07
GO:0000290	GO:0071969	0.08	0.10	0.75	0.07
GO:0002603	GO:0003035	0.08	0.09	0.93	0.05
GO:0002603	GO:0003155	0.08	0.09	0.93	0.05
GO:0002603	GO:0038031	0.08	0.09	0.93	0.05
GO:0002603	GO:0039510	0.08	0.09	0.93	0.05
GO:0002603	GO:0044064	0.08	0.09	0.93	0.05
GO:0002603	GO:0048349	0.08	0.09	0.93	0.05
GO:0002603	GO:0052100	0.08	0.09	0.91	0.05
GO:0002603	GO:0052204	0.08	0.09	0.91	0.05
GO:0002603	GO:0061235	0.08	0.09	0.93	0.05
GO:0002603	GO:0075109	0.08	0.09	0.93	0.05
GO:0002603	GO:0075200	0.08	0.09	0.93	0.05
GO:0002603	GO:0085000	0.08	0.09	0.91	0.05
GO:0002603	GO:2000545	0.08	0.09	0.93	0.05
GO:0002603	GO:2000684	0.08	0.09	0.93	0.05
GO:0003035	GO:0048349	0.08	0.10	0.95	0.05
GO:0003035	GO:0061126	0.08	0.09	0.93	0.05
GO:0003035	GO:0075200	0.08	0.09	0.93	0.05
GO:0003035	GO:2000174	0.08	0.10	0.95	0.05
GO:0003035	GO:2000545	0.08	0.10	0.95	0.05
GO:0003035	GO:2000624	0.08	0.10	0.95	0.05
GO:0003035	GO:2000684	0.08	0.10	0.95	0.05
GO:0003155	GO:0039510	0.08	0.09	0.93	0.05
GO:0003155	GO:0044064	0.08	0.09	0.93	0.05
GO:0003155	GO:0048349	0.08	0.10	0.95	0.05
GO:0003155	GO:0052100	0.08	0.09	0.91	0.05
GO:0003155	GO:0052204	0.08	0.09	0.91	0.05
GO:0003155	GO:0061126	0.08	0.09	0.93	0.05
GO:0003155	GO:0075109	0.08	0.10	0.95	0.05
