GO term 1	GO term 2	simRel	Lin	Res	Jiang
GO:0000139	GO:0000139	1.00	1.00	2.99	1.00
GO:0000345	GO:0000345	1.00	1.00	10.00	1.00
GO:0000306	GO:0000306	1.00	1.00	6.05	1.00
GO:0001411	GO:0001411	1.00	1.00	5.67	1.00
GO:0000215	GO:0000215	1.00	1.00	6.54	1.00
GO:0000971	GO:0000971	1.00	1.00	10.00	1.00
GO:0001616	GO:0001616	1.00	1.00	6.06	1.00
GO:0001772	GO:0001772	1.00	1.00	4.92	1.00
GO:0000027	GO:0000027	1.00	1.00	3.89	1.00
GO:0000290	GO:0000290	1.00	1.00	4.88	1.00
GO:0001790	GO:0001790	1.00	1.00	10.00	1.00
GO:0001777	GO:0001777	1.00	1.00	6.07	1.00
GO:0002767	GO:0002767	1.00	1.00	6.17	1.00
GO:0003029	GO:0003029	1.00	1.00	6.27	1.00
GO:0002886	GO:0002886	1.00	1.00	4.95	1.00
GO:0001922	GO:0001922	1.00	1.00	5.63	1.00
GO:0002603	GO:0002603	1.00	1.00	10.00	1.00
GO:0003035	GO:0003035	1.00	1.00	10.00	1.00
GO:0002782	GO:0002782	1.00	1.00	10.00	1.00
GO:0002741	GO:0002741	1.00	1.00	6.09	1.00
GO:0004026	GO:0004026	1.00	1.00	5.03	1.00
GO:0003935	GO:0003935	1.00	1.00	3.88	1.00
GO:0004616	GO:0004616	1.00	1.00	3.48	1.00
GO:0003304	GO:0003304	1.00	1.00	10.00	1.00
GO:0004489	GO:0004489	1.00	1.00	3.96	1.00
GO:0003155	GO:0003155	1.00	1.00	10.00	1.00
GO:0004796	GO:0004796	1.00	1.00	6.11	1.00
GO:0004157	GO:0004157	1.00	1.00	4.94	1.00
GO:0004914	GO:0004914	1.00	1.00	7.24	1.00
GO:0004085	GO:0004085	1.00	1.00	4.67	1.00
GO:0005010	GO:0005010	1.00	1.00	6.05	1.00
GO:0005024	GO:0005024	1.00	1.00	4.53	1.00
GO:0005666	GO:0005666	1.00	1.00	4.56	1.00
GO:0005764	GO:0005764	1.00	1.00	3.43	1.00
GO:0005537	GO:0005537	1.00	1.00	4.98	1.00
GO:0005765	GO:0005765	1.00	1.00	4.17	1.00
GO:0006051	GO:0006051	1.00	1.00	3.99	1.00
GO:0006106	GO:0006106	1.00	1.00	3.74	1.00
GO:0005819	GO:0005819	1.00	1.00	3.40	1.00
GO:0006004	GO:0006004	1.00	1.00	3.62	1.00
GO:0006172	GO:0006172	1.00	1.00	5.97	1.00
GO:0006231	GO:0006231	1.00	1.00	3.63	1.00
GO:0006633	GO:0006633	1.00	1.00	2.51	1.00
GO:0008388	GO:0008388	1.00	1.00	10.00	1.00
GO:0007360	GO:0007360	1.00	1.00	10.00	1.00
GO:0007074	GO:0007074	1.00	1.00	7.35	1.00
GO:0007284	GO:0007284	1.00	1.00	6.57	1.00
GO:0008507	GO:0008507	1.00	1.00	6.94	1.00
GO:0008527	GO:0008527	1.00	1.00	5.31	1.00
GO:0008650	GO:0008650	1.00	1.00	4.53	1.00
GO:0008832	GO:0008832	1.00	1.00	4.16	1.00
GO:0009641	GO:0009641	1.00	1.00	5.42	1.00
GO:0009880	GO:0009880	1.00	1.00	4.11	1.00
GO:0009888	GO:0009888	1.00	1.00	2.81	1.00
GO:0009899	GO:0009899	1.00	1.00	6.12	1.00
GO:0009718	GO:0009718	1.00	1.00	5.78	1.00
GO:0010491	GO:0010491	1.00	1.00	6.50	1.00
GO:0010088	GO:0010088	1.00	1.00	6.87	1.00
GO:0010241	GO:0010241	1.00	1.00	5.89	1.00
GO:0010592	GO:0010592	1.00	1.00	5.78	1.00
GO:0010625	GO:0010625	1.00	1.00	6.20	1.00
GO:0015493	GO:0015493	1.00	1.00	10.00	1.00
GO:0010829	GO:0010829	1.00	1.00	5.18	1.00
GO:0014741	GO:0014741	1.00	1.00	5.48	1.00
GO:0014834	GO:0014834	1.00	1.00	5.71	1.00
GO:0015895	GO:0015895	1.00	1.00	10.00	1.00
GO:0010835	GO:0010835	1.00	1.00	6.12	1.00
GO:0015859	GO:0015859	1.00	1.00	10.00	1.00
GO:0016046	GO:0016046	1.00	1.00	6.05	1.00
GO:0016113	GO:0016113	1.00	1.00	10.00	1.00
GO:0016183	GO:0016183	1.00	1.00	6.01	1.00
GO:0016203	GO:0016203	1.00	1.00	5.31	1.00
GO:0016281	GO:0016281	1.00	1.00	5.58	1.00
GO:0016615	GO:0016615	1.00	1.00	3.10	1.00
GO:0016638	GO:0016638	1.00	1.00	2.87	1.00
GO:0017172	GO:0017172	1.00	1.00	4.64	1.00
GO:0018012	GO:0018012	1.00	1.00	6.45	1.00
GO:0018070	GO:0018070	1.00	1.00	7.35	1.00
GO:0019288	GO:0019288	1.00	1.00	3.85	1.00
GO:0018185	GO:0018185	1.00	1.00	10.00	1.00
GO:0019773	GO:0019773	1.00	1.00	3.67	1.00
GO:0019406	GO:0019406	1.00	1.00	6.31	1.00
GO:0018888	GO:0018888	1.00	1.00	10.00	1.00
GO:0019982	GO:0019982	1.00	1.00	7.54	1.00
GO:0018608	GO:0018608	1.00	1.00	10.00	1.00
GO:0018915	GO:0018915	1.00	1.00	10.00	1.00
GO:0018424	GO:0018424	1.00	1.00	10.00	1.00
GO:0021546	GO:0021546	1.00	1.00	4.98	1.00
GO:0021512	GO:0021512	1.00	1.00	6.12	1.00
GO:0021626	GO:0021626	1.00	1.00	5.81	1.00
GO:0021902	GO:0021902	1.00	1.00	5.76	1.00
GO:0030056	GO:0030056	1.00	1.00	5.15	1.00
GO:0030321	GO:0030321	1.00	1.00	5.42	1.00
GO:0030507	GO:0030507	1.00	1.00	5.59	1.00
GO:0021935	GO:0021935	1.00	1.00	6.31	1.00
GO:0030517	GO:0030517	1.00	1.00	4.91	1.00
GO:0030968	GO:0030968	1.00	1.00	4.62	1.00
GO:0030975	GO:0030975	1.00	1.00	7.24	1.00
GO:0031361	GO:0031361	1.00	1.00	4.33	1.00
GO:0031027	GO:0031027	1.00	1.00	10.00	1.00
GO:0031055	GO:0031055	1.00	1.00	5.43	1.00
GO:0032018	GO:0032018	1.00	1.00	10.00	1.00
GO:0032151	GO:0032151	1.00	1.00	10.00	1.00
GO:0031840	GO:0031840	1.00	1.00	10.00	1.00
GO:0032170	GO:0032170	1.00	1.00	10.00	1.00
GO:0032276	GO:0032276	1.00	1.00	5.30	1.00
GO:0032585	GO:0032585	1.00	1.00	5.14	1.00
GO:0032564	GO:0032564	1.00	1.00	6.18	1.00
GO:0032446	GO:0032446	1.00	1.00	3.21	1.00
GO:0032803	GO:0032803	1.00	1.00	5.69	1.00
GO:0032612	GO:0032612	1.00	1.00	5.38	1.00
GO:0032677	GO:0032677	1.00	1.00	4.66	1.00
GO:0032944	GO:0032944	1.00	1.00	3.91	1.00
GO:0033674	GO:0033674	1.00	1.00	3.28	1.00
GO:0033746	GO:0033746	1.00	1.00	6.33	1.00
GO:0032701	GO:0032701	1.00	1.00	7.05	1.00
GO:0033323	GO:0033323	1.00	1.00	10.00	1.00
GO:0033537	GO:0033537	1.00	1.00	10.00	1.00
GO:0033812	GO:0033812	1.00	1.00	5.48	1.00
GO:0033899	GO:0033899	1.00	1.00	7.54	1.00
GO:0033939	GO:0033939	1.00	1.00	7.06	1.00
GO:0035175	GO:0035175	1.00	1.00	6.05	1.00
GO:0033859	GO:0033859	1.00	1.00	6.87	1.00
GO:0034727	GO:0034727	1.00	1.00	5.79	1.00
GO:0035796	GO:0035796	1.00	1.00	10.00	1.00
GO:0035089	GO:0035089	1.00	1.00	5.35	1.00
GO:0035728	GO:0035728	1.00	1.00	5.64	1.00
GO:0035626	GO:0035626	1.00	1.00	6.87	1.00
GO:0038031	GO:0038031	1.00	1.00	10.00	1.00
GO:0042030	GO:0042030	1.00	1.00	4.30	1.00
GO:0035906	GO:0035906	1.00	1.00	10.00	1.00
GO:0042642	GO:0042642	1.00	1.00	7.13	1.00
GO:0042429	GO:0042429	1.00	1.00	7.05	1.00
GO:0042332	GO:0042332	1.00	1.00	6.24	1.00
GO:0039510	GO:0039510	1.00	1.00	10.00	1.00
GO:0039510	GO:0052204	1.00	1.00	10.00	1.00
GO:0042846	GO:0042846	1.00	1.00	7.35	1.00
GO:0043384	GO:0043384	1.00	1.00	10.00	1.00
GO:0042077	GO:0042077	1.00	1.00	10.00	1.00
GO:0043513	GO:0043513	1.00	1.00	10.00	1.00
GO:0043532	GO:0043532	1.00	1.00	6.18	1.00
GO:0043761	GO:0043761	1.00	1.00	10.00	1.00
GO:0042942	GO:0042942	1.00	1.00	6.03	1.00
GO:0043247	GO:0043247	1.00	1.00	5.61	1.00
GO:0043777	GO:0043777	1.00	1.00	10.00	1.00
GO:0043589	GO:0043589	1.00	1.00	5.27	1.00
GO:0043988	GO:0043988	1.00	1.00	6.05	1.00
GO:0045499	GO:0045499	1.00	1.00	5.63	1.00
GO:0043978	GO:0043978	1.00	1.00	10.00	1.00
GO:0045191	GO:0045191	1.00	1.00	4.84	1.00
GO:0044064	GO:0044064	1.00	1.00	10.00	1.00
GO:0045829	GO:0045829	1.00	1.00	5.74	1.00
GO:0045415	GO:0045415	1.00	1.00	6.12	1.00
GO:0045705	GO:0045705	1.00	1.00	5.92	1.00
GO:0045350	GO:0045350	1.00	1.00	10.00	1.00
GO:0045837	GO:0045837	1.00	1.00	5.99	1.00
GO:0045936	GO:0045936	1.00	1.00	4.26	1.00
GO:0046290	GO:0046290	1.00	1.00	10.00	1.00
GO:0046607	GO:0046607	1.00	1.00	5.90	1.00
GO:0047110	GO:0047110	1.00	1.00	10.00	1.00
GO:0047177	GO:0047177	1.00	1.00	10.00	1.00
GO:0046654	GO:0046654	1.00	1.00	3.79	1.00
GO:0047259	GO:0047259	1.00	1.00	6.28	1.00
GO:0047700	GO:0047700	1.00	1.00	6.94	1.00
GO:0047447	GO:0047447	1.00	1.00	10.00	1.00
GO:0047056	GO:0047056	1.00	1.00	7.06	1.00
GO:0047704	GO:0047704	1.00	1.00	6.76	1.00
GO:0047531	GO:0047531	1.00	1.00	10.00	1.00
GO:0050290	GO:0050290	1.00	1.00	4.99	1.00
GO:0050439	GO:0050439	1.00	1.00	10.00	1.00
GO:0050564	GO:0050564	1.00	1.00	5.90	1.00
GO:0050635	GO:0050635	1.00	1.00	7.06	1.00
GO:0048844	GO:0048844	1.00	1.00	4.57	1.00
GO:0048105	GO:0048105	1.00	1.00	6.09	1.00
GO:0050642	GO:0050642	1.00	1.00	7.54	1.00
GO:0048349	GO:0048349	1.00	1.00	10.00	1.00
GO:0051178	GO:0051178	1.00	1.00	10.00	1.00
GO:0048535	GO:0048535	1.00	1.00	5.10	1.00
GO:0050977	GO:0050977	1.00	1.00	10.00	1.00
GO:0051668	GO:0051668	1.00	1.00	3.61	1.00
GO:0052761	GO:0052761	1.00	1.00	6.94	1.00
GO:0060287	GO:0060287	1.00	1.00	5.51	1.00
GO:0052191	GO:0052191	1.00	1.00	7.35	1.00
GO:0052163	GO:0052163	1.00	1.00	7.05	1.00
GO:0060064	GO:0060064	1.00	1.00	6.12	1.00
GO:0060568	GO:0060568	1.00	1.00	6.35	1.00
GO:0052704	GO:0052704	1.00	1.00	6.45	1.00
GO:0052204	GO:0052204	1.00	1.00	10.00	1.00
GO:0052100	GO:0052100	1.00	1.00	10.00	1.00
GO:0061037	GO:0061037	1.00	1.00	5.48	1.00
GO:0061247	GO:0061247	1.00	1.00	10.00	1.00
GO:0060494	GO:0060494	1.00	1.00	10.00	1.00
GO:0060645	GO:0060645	1.00	1.00	10.00	1.00
GO:0061138	GO:0061138	1.00	1.00	3.81	1.00
GO:0060522	GO:0060522	1.00	1.00	10.00	1.00
GO:0071141	GO:0071141	1.00	1.00	5.35	1.00
GO:0061126	GO:0061126	1.00	1.00	10.00	1.00
GO:0061235	GO:0061235	1.00	1.00	10.00	1.00
GO:0061235	GO:0061247	1.00	1.00	10.00	1.00
GO:0070199	GO:0070199	1.00	1.00	6.12	1.00
GO:0071067	GO:0071067	1.00	1.00	10.00	1.00
GO:0061324	GO:0061324	1.00	1.00	6.12	1.00
GO:0071559	GO:0071559	1.00	1.00	4.93	1.00
GO:0070221	GO:0070221	1.00	1.00	6.65	1.00
GO:0071449	GO:0071449	1.00	1.00	10.00	1.00
GO:0071224	GO:0071224	1.00	1.00	6.12	1.00
GO:0071460	GO:0071460	1.00	1.00	5.65	1.00
GO:0071969	GO:0071969	1.00	1.00	10.00	1.00
GO:0070308	GO:0070308	1.00	1.00	10.00	1.00
GO:0071430	GO:0071430	1.00	1.00	10.00	1.00
GO:0070368	GO:0070368	1.00	1.00	6.24	1.00
GO:0097180	GO:0097180	1.00	1.00	5.65	1.00
GO:0085000	GO:0085000	1.00	1.00	10.00	1.00
GO:0097099	GO:0097099	1.00	1.00	10.00	1.00
GO:2000655	GO:2000655	1.00	1.00	6.35	1.00
GO:2000532	GO:2000532	1.00	1.00	5.89	1.00
GO:2000651	GO:2000651	1.00	1.00	6.24	1.00
GO:0072266	GO:0072266	1.00	1.00	6.75	1.00
GO:2000624	GO:2000624	1.00	1.00	10.00	1.00
GO:2001243	GO:2001243	1.00	1.00	6.50	1.00
GO:2000174	GO:2000174	1.00	1.00	10.00	1.00
GO:0075109	GO:0075109	1.00	1.00	10.00	1.00
GO:2000545	GO:2000545	1.00	1.00	10.00	1.00
GO:0075200	GO:0075200	1.00	1.00	10.00	1.00
GO:2001035	GO:2001035	1.00	1.00	6.07	1.00
GO:2000684	GO:2000684	1.00	1.00	10.00	1.00
GO:0033013	GO:0033013	0.99	1.00	2.30	1.00
GO:0046942	GO:0046942	0.99	1.00	2.28	1.00
GO:0016043	GO:0016043	0.98	1.00	1.70	1.00
GO:0032559	GO:0032559	0.95	1.00	1.34	1.00
GO:0045191	GO:0045829	0.92	0.92	4.84	0.53
GO:0005764	GO:0005765	0.90	0.90	3.43	0.57
GO:0032677	GO:0045415	0.86	0.86	4.66	0.41
GO:0009888	GO:0061138	0.85	0.85	2.81	0.50
GO:0002886	GO:0045191	0.84	0.84	4.11	0.39
GO:0002741	GO:0045191	0.78	0.78	4.27	0.30
GO:0001777	GO:0001922	0.77	0.77	4.50	0.27
GO:0003029	GO:0003035	0.77	0.77	6.27	0.21
GO:0002886	GO:0045829	0.77	0.77	4.11	0.29
GO:0033674	GO:0045936	0.77	0.77	2.89	0.36
GO:0035728	GO:0071559	0.73	0.73	3.85	0.26
GO:0002741	GO:0045829	0.72	0.72	4.27	0.23
GO:0021546	GO:0021935	0.72	0.72	4.04	0.24
GO:0043589	GO:0061138	0.72	0.72	3.25	0.28
GO:0002741	GO:0002886	0.69	0.69	3.79	0.22
GO:0005010	GO:0005024	0.69	0.69	3.67	0.24
GO:0006633	GO:0019288	0.69	0.69	2.21	0.34
GO:0009888	GO:0043589	0.69	0.70	2.81	0.29
GO:0010592	GO:0030517	0.69	0.69	3.68	0.23
GO:0048105	GO:0061138	0.68	0.68	3.38	0.24
GO:0000306	GO:0005765	0.67	0.67	3.42	0.23
GO:0009880	GO:0060287	0.67	0.67	3.20	0.24
GO:0009888	GO:0014834	0.66	0.66	2.81	0.26
GO:0014834	GO:0030517	0.65	0.65	3.47	0.21
GO:0018070	GO:0043988	0.65	0.65	4.36	0.18
GO:0010625	GO:0030517	0.64	0.64	3.55	0.20
GO:0014741	GO:0032276	0.64	0.64	3.47	0.21
GO:0030517	GO:0061037	0.64	0.64	3.34	0.21
GO:0045705	GO:0061324	0.64	0.64	3.82	0.19
GO:0009880	GO:0021512	0.63	0.63	3.20	0.21
GO:0009888	GO:0048105	0.63	0.63	2.81	0.23
GO:0060494	GO:0060522	0.63	0.63	6.31	0.12
GO:0002767	GO:0045191	0.62	0.62	3.41	0.19
GO:0002741	GO:0032677	0.62	0.62	3.35	0.20
GO:0030517	GO:0045705	0.62	0.62	3.34	0.19
GO:0032276	GO:2000532	0.62	0.62	3.47	0.19
GO:0035906	GO:0048844	0.62	0.62	4.53	0.15
GO:0000306	GO:0005764	0.61	0.61	2.88	0.21
GO:0002741	GO:0032276	0.61	0.61	3.48	0.18
GO:0010592	GO:0046607	0.61	0.61	3.54	0.18
GO:0014741	GO:2000532	0.61	0.61	3.47	0.18
GO:0021546	GO:0021902	0.61	0.61	3.26	0.19
GO:0032944	GO:0061324	0.61	0.61	3.04	0.20
GO:0000027	GO:0016043	0.60	0.61	1.70	0.31
GO:0004616	GO:0016615	0.60	0.60	1.98	0.28
GO:0010625	GO:0032944	0.60	0.60	3.04	0.20
GO:0014834	GO:0061037	0.60	0.60	3.34	0.18
GO:0019288	GO:0033859	0.60	0.60	3.23	0.19
GO:0021902	GO:0060064	0.60	0.60	3.57	0.17
GO:0030517	GO:0045191	0.60	0.60	2.93	0.20
GO:0014834	GO:0061138	0.59	0.59	2.81	0.20
GO:0014834	GO:0061235	0.59	0.59	4.63	0.13
GO:0033674	GO:2000651	0.59	0.59	2.79	0.20
GO:0045705	GO:0061037	0.59	0.59	3.34	0.17
GO:0002741	GO:2000651	0.58	0.58	3.58	0.16
GO:0007360	GO:0009880	0.58	0.58	4.11	0.15
GO:0009888	GO:0010088	0.58	0.58	2.81	0.20
GO:0014741	GO:0032701	0.58	0.58	3.64	0.16
GO:0016183	GO:0034727	0.58	0.58	3.44	0.17
GO:0021546	GO:0021626	0.58	0.58	3.12	0.18
GO:0048844	GO:0061138	0.58	0.58	2.42	0.22
GO:0048844	GO:0061324	0.58	0.58	3.08	0.18
GO:0002767	GO:0045829	0.57	0.57	3.41	0.16
GO:0010829	GO:0032276	0.57	0.57	2.97	0.18
GO:0014834	GO:0045705	0.57	0.57	3.34	0.17
GO:0032677	GO:0032701	0.57	0.57	3.35	0.17
GO:0043589	GO:0048105	0.57	0.57	3.25	0.17
GO:0045191	GO:0052163	0.57	0.57	3.41	0.16
GO:0045191	GO:0061037	0.57	0.57	2.93	0.18
GO:0060064	GO:0060494	0.57	0.57	4.63	0.13
GO:0060064	GO:0060522	0.57	0.57	4.63	0.13
GO:0001777	GO:0007284	0.56	0.56	3.54	0.15
GO:0002741	GO:0002767	0.56	0.56	3.41	0.15
GO:0010625	GO:0070368	0.56	0.56	3.50	0.16
GO:0021512	GO:0021546	0.56	0.56	3.12	0.17
GO:0021902	GO:0030517	0.56	0.56	2.97	0.17
GO:0032677	GO:0045191	0.56	0.56	2.65	0.19
GO:0000345	GO:0005666	0.55	0.55	4.02	0.13
GO:0002767	GO:0002886	0.55	0.55	3.05	0.17
GO:0002741	GO:0045415	0.55	0.55	3.35	0.15
GO:0016183	GO:0060064	0.55	0.55	3.32	0.15
GO:0021512	GO:0060287	0.55	0.55	3.20	0.16
GO:0030517	GO:0032677	0.55	0.55	2.65	0.19
GO:0030517	GO:0045829	0.55	0.55	2.93	0.17
GO:0030517	GO:2001035	0.55	0.55	3.04	0.17
GO:0032612	GO:0045350	0.55	0.56	4.27	0.13
GO:0042942	GO:0046942	0.55	0.55	2.28	0.21
GO:0052191	GO:0075109	0.55	0.55	4.76	0.11
GO:0003304	GO:0060287	0.54	0.54	4.15	0.12
GO:0003155	GO:0060287	0.54	0.54	4.15	0.12
GO:0009880	GO:0009888	0.54	0.54	1.88	0.24
GO:0009888	GO:0048844	0.54	0.55	2.01	0.23
GO:0010592	GO:0052191	0.54	0.54	3.54	0.14
GO:0021546	GO:0030517	0.54	0.54	2.68	0.18
GO:0021626	GO:0021902	0.54	0.54	3.12	0.16
GO:0021902	GO:0021935	0.54	0.54	3.26	0.15
GO:0030517	GO:0070368	0.54	0.54	3.04	0.16
GO:0030968	GO:0071559	0.54	0.55	2.61	0.19
GO:0031055	GO:0043988	0.54	0.55	3.13	0.16
GO:0045191	GO:0045705	0.54	0.55	2.93	0.17
GO:0002741	GO:0010829	0.53	0.53	2.97	0.16
GO:0002741	GO:0052191	0.53	0.53	3.58	0.14
GO:0006004	GO:0019288	0.53	0.53	1.98	0.22
GO:0010625	GO:0045191	0.53	0.53	2.93	0.16
GO:0021512	GO:0021902	0.53	0.53	3.12	0.15
GO:0030517	GO:0061324	0.53	0.53	2.93	0.16
GO:0032276	GO:0032677	0.53	0.53	2.65	0.18
GO:0045191	GO:0061324	0.53	0.54	2.93	0.16
GO:0045191	GO:0070368	0.53	0.53	2.93	0.16
GO:0045829	GO:0052163	0.53	0.53	3.41	0.14
GO:0046607	GO:0052191	0.53	0.53	3.54	0.14
GO:0052191	GO:2000651	0.53	0.53	3.58	0.13
GO:0002767	GO:0052163	0.52	0.52	3.41	0.13
GO:0002741	GO:0052163	0.52	0.52	3.41	0.14
GO:0006004	GO:0006051	0.52	0.52	1.98	0.22
GO:0009888	GO:0030517	0.52	0.52	2.01	0.21
GO:0010088	GO:0061138	0.52	0.53	2.81	0.16
GO:0010241	GO:0019288	0.52	0.52	2.54	0.18
GO:0010829	GO:2000651	0.52	0.52	2.97	0.15
GO:0014741	GO:0032677	0.52	0.52	2.65	0.17
GO:0014834	GO:2001035	0.52	0.52	3.04	0.15
GO:0021512	GO:0021626	0.52	0.52	3.12	0.15
GO:0021626	GO:0021935	0.52	0.52	3.12	0.15
GO:0030517	GO:0032276	0.52	0.52	2.65	0.17
GO:0032276	GO:0045191	0.52	0.52	2.65	0.17
GO:0032276	GO:2000651	0.52	0.52	2.97	0.15
GO:0032677	GO:0061037	0.52	0.52	2.65	0.17
GO:0045829	GO:0045936	0.52	0.52	2.61	0.17
GO:0045829	GO:0061037	0.52	0.52	2.93	0.16
GO:0002886	GO:0052163	0.51	0.51	3.05	0.15
GO:0002741	GO:0032701	0.51	0.51	3.35	0.13
GO:0009888	GO:0021546	0.51	0.52	2.01	0.21
GO:0010625	GO:0014834	0.51	0.51	3.04	0.15
GO:0014741	GO:0030517	0.51	0.51	2.65	0.16
GO:0014741	GO:0045191	0.51	0.51	2.65	0.17
GO:0014834	GO:0043589	0.51	0.51	2.81	0.16
GO:0014834	GO:0070368	0.51	0.51	3.04	0.15
GO:0030968	GO:0035626	0.51	0.51	2.93	0.15
GO:0030968	GO:0035728	0.51	0.51	2.61	0.17
GO:0032677	GO:0045829	0.51	0.51	2.65	0.16
GO:0032701	GO:0045415	0.51	0.51	3.35	0.13
GO:0061037	GO:0061324	0.51	0.51	2.93	0.15
GO:0003029	GO:0030968	0.50	0.50	2.71	0.15
GO:0003935	GO:0004157	0.50	0.50	2.22	0.19
GO:0006051	GO:0019288	0.50	0.51	1.98	0.21
GO:0009888	GO:0048535	0.50	0.51	2.01	0.20
GO:0010625	GO:0021902	0.50	0.50	2.97	0.14
GO:0010625	GO:0061037	0.50	0.50	2.93	0.15
GO:0016043	GO:0030517	0.50	0.52	1.70	0.24
GO:0021512	GO:0021935	0.50	0.50	3.12	0.14
GO:0021626	GO:0030517	0.50	0.50	2.68	0.16
GO:0030517	GO:0045936	0.50	0.51	2.32	0.18
GO:0032677	GO:0045705	0.50	0.50	2.65	0.16
GO:0032677	GO:2000532	0.50	0.50	2.65	0.16
GO:0045415	GO:0045936	0.50	0.50	2.61	0.16
GO:0045705	GO:0045829	0.50	0.50	2.93	0.15
GO:0061037	GO:0070368	0.50	0.50	2.93	0.15
GO:0000027	GO:0031055	0.49	0.50	2.31	0.18
GO:0003304	GO:0060645	0.49	0.49	4.92	0.09
GO:0003304	GO:0061138	0.49	0.49	3.38	0.12
GO:0005024	GO:0008527	0.49	0.49	2.40	0.17
GO:0009888	GO:0016203	0.49	0.50	2.01	0.20
GO:0009718	GO:0046290	0.49	0.49	3.89	0.11
GO:0010625	GO:0032677	0.49	0.49	2.65	0.15
GO:0010625	GO:0045829	0.49	0.49	2.93	0.14
GO:0010625	GO:0061324	0.49	0.49	3.04	0.14
GO:0010625	GO:2001035	0.49	0.49	3.04	0.14
GO:0030517	GO:2000532	0.49	0.49	2.65	0.15
GO:0032276	GO:0061037	0.49	0.49	2.65	0.15
GO:0032276	GO:2001243	0.49	0.49	2.88	0.14
GO:0032677	GO:0061324	0.49	0.49	2.65	0.15
GO:0032677	GO:0070368	0.49	0.49	2.65	0.15
GO:0035626	GO:0071559	0.49	0.49	2.87	0.14
GO:0043589	GO:0048844	0.49	0.49	2.42	0.17
GO:0045191	GO:2000532	0.49	0.49	2.65	0.16
GO:0045829	GO:0061324	0.49	0.49	2.93	0.14
GO:0045829	GO:0070368	0.49	0.49	2.93	0.14
GO:0060064	GO:0061138	0.49	0.49	2.42	0.16
GO:0060645	GO:0061138	0.49	0.49	3.38	0.12
GO:0070368	GO:2001035	0.49	0.49	3.04	0.14
GO:2000655	GO:2001243	0.49	0.49	3.17	0.13
GO:0000027	GO:0043247	0.48	0.49	2.31	0.17
GO:0002782	GO:0016046	0.48	0.48	3.85	0.11
GO:0002741	GO:0030517	0.48	0.48	2.65	0.15
GO:0005024	GO:0035175	0.48	0.48	2.53	0.15
GO:0008832	GO:0050290	0.48	0.48	2.22	0.18
GO:0010625	GO:0021546	0.48	0.48	2.68	0.15
GO:0010625	GO:0045705	0.48	0.48	2.93	0.14
GO:0010829	GO:0045936	0.48	0.48	2.26	0.17
GO:0014741	GO:0061037	0.48	0.48	2.65	0.15
GO:0014834	GO:0048105	0.48	0.48	2.81	0.14
GO:0021512	GO:0030517	0.48	0.49	2.68	0.15
GO:0021935	GO:0030517	0.48	0.48	2.68	0.15
GO:0030517	GO:0045415	0.48	0.48	2.65	0.15
GO:0030968	GO:0071224	0.48	0.49	2.61	0.15
GO:0032276	GO:0045829	0.48	0.48	2.65	0.15
GO:0045191	GO:0045415	0.48	0.48	2.65	0.15
GO:0045191	GO:2000174	0.48	0.48	3.57	0.11
GO:0045705	GO:0048349	0.48	0.48	3.82	0.11
GO:0045705	GO:0070368	0.48	0.48	2.93	0.14
GO:0048844	GO:0061247	0.48	0.48	3.53	0.12
GO:0007284	GO:0014834	0.47	0.47	2.91	0.13
GO:0009880	GO:0061138	0.47	0.47	1.88	0.19
GO:0009888	GO:0021902	0.47	0.47	2.01	0.18
GO:0010829	GO:0052191	0.47	0.47	2.97	0.13
GO:0014741	GO:0045829	0.47	0.47	2.65	0.14
GO:0014834	GO:0048844	0.47	0.47	2.42	0.16
GO:0016043	GO:0031055	0.47	0.48	1.70	0.21
GO:0030517	GO:0061235	0.47	0.47	3.47	0.11
GO:0031055	GO:0043247	0.47	0.47	2.58	0.15
GO:0032276	GO:0045705	0.47	0.47	2.65	0.14
GO:0032276	GO:0052191	0.47	0.47	2.97	0.13
GO:0048349	GO:0061324	0.47	0.47	3.82	0.11
GO:0060064	GO:0072266	0.47	0.47	3.02	0.13
GO:0061037	GO:2000532	0.47	0.47	2.65	0.14
GO:0061324	GO:0070368	0.47	0.47	2.93	0.13
GO:0071224	GO:0071559	0.47	0.47	2.61	0.15
GO:0001616	GO:0008527	0.46	0.46	2.62	0.14
GO:0000027	GO:0016183	0.46	0.47	2.31	0.16
GO:0000027	GO:0043988	0.46	0.46	2.31	0.16
GO:0001922	GO:0052100	0.46	0.46	3.57	0.11
GO:0002741	GO:0014741	0.46	0.46	2.65	0.14
GO:0002741	GO:0061037	0.46	0.46	2.65	0.14
GO:0007360	GO:0021512	0.46	0.46	3.72	0.10
GO:0009888	GO:0021626	0.46	0.47	2.01	0.18
GO:0010088	GO:0043589	0.46	0.46	2.81	0.13
GO:0010625	GO:0032276	0.46	0.46	2.65	0.14
GO:0014741	GO:0045415	0.46	0.46	2.65	0.14
GO:0014741	GO:0045705	0.46	0.47	2.65	0.14
GO:0014741	GO:0045936	0.46	0.46	2.26	0.16
GO:0014741	GO:0061324	0.46	0.46	2.65	0.14
GO:0014834	GO:0045936	0.46	0.47	2.32	0.16
GO:0016043	GO:0043247	0.46	0.47	1.70	0.20
GO:0021546	GO:0043589	0.46	0.46	2.35	0.15
GO:0021546	GO:0048535	0.46	0.47	2.35	0.16
